id,event_Timestamp,device_type,session_id,visitor_id,item_id,redirection_source
34810,2020-11-15T17:02:00.000+05:30,android,C95250,E454,B08106,google
41396,2020-11-15T19:22:00.000+05:30,android,C95295,E7239,B13763,youtube
38224,2020-11-15T18:17:00.000+05:30,android,C95316,F9424,D536,google
44827,2020-11-15T20:21:00.000+05:30,android,C9532,I9602,F9872,google
23557,2020-11-15T12:27:00.000+05:30,android,C95380,H0883,D2475,youtube
32975,2020-11-15T16:18:00.000+05:30,android,C95394,E5571,E0651,linkedin
32583,2020-11-15T16:08:00.000+05:30,android,C95394,E5571,H5582,linkedin
32882,2020-11-15T16:15:00.000+05:30,android,C95394,E5571,I2949,linkedin
8835,2020-11-15T06:45:00.000+05:30,android,C95404,C3369,B30025,linkedin
8841,2020-11-15T06:46:00.000+05:30,android,C95404,C3369,I9557,youtube
600,2020-11-15T00:08:00.000+05:30,android,C95473,C2132,B2208,youtube
321,2020-11-15T00:04:00.000+05:30,android,C95473,C2132,F0846,google
35444,2020-11-15T17:17:00.000+05:30,android,C95493,C3768,J3591,linkedin
39855,2020-11-15T18:51:00.000+05:30,android,C95783,B5064,H1978,google
39692,2020-11-15T18:47:00.000+05:30,android,C95783,B5064,H2955,google
14919,2020-11-15T09:26:00.000+05:30,android,C95797,H8826,B09453,facebook
14909,2020-11-15T09:25:00.000+05:30,android,C95797,H8826,B25949,google
15009,2020-11-15T09:28:00.000+05:30,android,C95797,H8826,D0048,linkedin
15287,2020-11-15T09:34:00.000+05:30,android,C95797,H8826,F5880,facebook
15303,2020-11-15T09:34:00.000+05:30,android,C95797,H8826,G4241,linkedin
32958,2020-11-15T16:18:00.000+05:30,android,C95932,C8820,B10723,facebook
32983,2020-11-15T16:18:00.000+05:30,android,C95932,C8820,B10723,google
40373,2020-11-15T19:03:00.000+05:30,android,C95952,D5645,B11718,google
40321,2020-11-15T19:02:00.000+05:30,android,C95952,D5645,B28151,youtube
40418,2020-11-15T19:03:00.000+05:30,android,C95952,D5645,F068,google
40538,2020-11-15T19:06:00.000+05:30,android,C95952,D5645,F1142,youtube
40424,2020-11-15T19:04:00.000+05:30,android,C95952,D5645,J8771,google
40497,2020-11-15T19:05:00.000+05:30,android,C95952,D5645,J8771,facebook
49916,2020-11-15T21:38:00.000+05:30,android,C96004,H7592,E0001,youtube
12768,2020-11-15T08:43:00.000+05:30,android,C96033,F3873,B31385,youtube
12835,2020-11-15T08:44:00.000+05:30,android,C96033,F3873,B31385,google
12424,2020-11-15T08:34:00.000+05:30,android,C96033,F3873,C5774,youtube
25762,2020-11-15T13:30:00.000+05:30,android,C96050,G0127,J9270,youtube
21145,2020-11-15T11:30:00.000+05:30,android,C96083,B0215,C1137,google
23789,2020-11-15T12:33:00.000+05:30,android,C96221,I7900,B05243,facebook
23867,2020-11-15T12:35:00.000+05:30,android,C96221,I7900,H1406,linkedin
36803,2020-11-15T17:51:00.000+05:30,android,C96284,H8022,I3993,google
37568,2020-11-15T18:06:00.000+05:30,android,C96284,H8022,I3993,youtube
46269,2020-11-15T20:45:00.000+05:30,android,C9629,H7414,J3947,youtube
27596,2020-11-15T14:16:00.000+05:30,android,C96376,B8476,E4296,facebook
25891,2020-11-15T13:33:00.000+05:30,android,C96418,B8575,I860,youtube
27431,2020-11-15T14:11:00.000+05:30,android,C96451,G4091,B23325,linkedin
23972,2020-11-15T12:38:00.000+05:30,android,C96479,B3767,F0045,facebook
24008,2020-11-15T12:39:00.000+05:30,android,C96479,B3767,J6456,youtube
24823,2020-11-15T13:03:00.000+05:30,android,C96485,D8945,C2064,google
24750,2020-11-15T13:01:00.000+05:30,android,C96485,D8945,G563,google
45195,2020-11-15T20:27:00.000+05:30,android,C96554,H2457,F9336,google
45062,2020-11-15T20:25:00.000+05:30,android,C96554,H2457,H1406,youtube
6273,2020-11-15T03:11:00.000+05:30,android,C96589,E924,C9587,youtube
6235,2020-11-15T03:08:00.000+05:30,android,C96589,E924,J5847,google
8039,2020-11-15T06:09:00.000+05:30,android,C96595,I2564,I860,facebook
29146,2020-11-15T14:55:00.000+05:30,android,C96635,I7686,B0008,linkedin
29231,2020-11-15T14:57:00.000+05:30,android,C96635,I7686,B2563,google
29304,2020-11-15T14:59:00.000+05:30,android,C96635,I7686,B32812,facebook
29253,2020-11-15T14:57:00.000+05:30,android,C96635,I7686,D2446,youtube
29145,2020-11-15T14:55:00.000+05:30,android,C96635,I7686,E0174,linkedin
29219,2020-11-15T14:56:00.000+05:30,android,C96635,I7686,E0174,facebook
29288,2020-11-15T14:58:00.000+05:30,android,C96635,I7686,E5831,google
29176,2020-11-15T14:56:00.000+05:30,android,C96635,I7686,H531,youtube
29046,2020-11-15T14:53:00.000+05:30,android,C96635,I7686,I0562,facebook
29296,2020-11-15T14:58:00.000+05:30,android,C96635,I7686,I41,facebook
16996,2020-11-15T10:05:00.000+05:30,android,C9665,E108,C4256,facebook
3577,2020-11-15T01:03:00.000+05:30,android,C96753,E0647,D155,linkedin
11901,2020-11-15T08:22:00.000+05:30,android,C96761,I5031,D2584,facebook
35634,2020-11-15T17:22:00.000+05:30,android,C96771,D1985,B23325,google
35609,2020-11-15T17:21:00.000+05:30,android,C96771,D1985,B32853,youtube
35637,2020-11-15T17:22:00.000+05:30,android,C96771,D1985,B32853,linkedin
35408,2020-11-15T17:16:00.000+05:30,android,C96771,D1985,H9801,linkedin
35418,2020-11-15T17:17:00.000+05:30,android,C96771,D1985,H9801,google
27883,2020-11-15T14:23:00.000+05:30,android,C9683,H7478,E2490,youtube
27742,2020-11-15T14:20:00.000+05:30,android,C9683,H7478,I860,google
14728,2020-11-15T09:22:00.000+05:30,android,C96873,B208,H292,google
41590,2020-11-15T19:25:00.000+05:30,android,C96941,C2581,D5447,google
41548,2020-11-15T19:24:00.000+05:30,android,C96941,C2581,J9955,linkedin
41681,2020-11-15T19:27:00.000+05:30,android,C97005,D9036,B13763,linkedin
45441,2020-11-15T20:32:00.000+05:30,android,C97144,I2379,B13763,youtube
33734,2020-11-15T16:36:00.000+05:30,android,C97183,C8633,B30934,youtube
11957,2020-11-15T08:23:00.000+05:30,android,C97202,I6783,B0379,facebook
42048,2020-11-15T19:33:00.000+05:30,android,C97229,B8630,B13763,youtube
32471,2020-11-15T16:05:00.000+05:30,android,C97264,H5950,B19516,google
32478,2020-11-15T16:05:00.000+05:30,android,C97264,H5950,B19516,youtube
32367,2020-11-15T16:03:00.000+05:30,android,C97264,H5950,B27603,linkedin
32379,2020-11-15T16:03:00.000+05:30,android,C97264,H5950,B27603,youtube
32169,2020-11-15T15:59:00.000+05:30,android,C97264,H5950,G9585,linkedin
32177,2020-11-15T15:59:00.000+05:30,android,C97264,H5950,G9585,facebook
32259,2020-11-15T16:01:00.000+05:30,android,C97264,H5950,J240,linkedin
32274,2020-11-15T16:01:00.000+05:30,android,C97264,H5950,J240,linkedin
32314,2020-11-15T16:02:00.000+05:30,android,C97264,H5950,J3947,youtube
32332,2020-11-15T16:02:00.000+05:30,android,C97264,H5950,J3947,google
44091,2020-11-15T20:06:00.000+05:30,android,C97265,C5897,B03193,facebook
44218,2020-11-15T20:09:00.000+05:30,android,C97265,C5897,B09229,youtube
44139,2020-11-15T20:07:00.000+05:30,android,C97265,C5897,B09326,google
44221,2020-11-15T20:09:00.000+05:30,android,C97265,C5897,B09326,facebook
43868,2020-11-15T20:01:00.000+05:30,android,C97265,C5897,B25926,google
44077,2020-11-15T20:05:00.000+05:30,android,C97265,C5897,D4519,youtube
43822,2020-11-15T20:00:00.000+05:30,android,C97265,C5897,E6627,google
44294,2020-11-15T20:10:00.000+05:30,android,C97265,C5897,H7736,linkedin
35897,2020-11-15T17:28:00.000+05:30,android,C97330,E2640,I1767,google
35916,2020-11-15T17:28:00.000+05:30,android,C97330,E2640,I1767,google
35868,2020-11-15T17:27:00.000+05:30,android,C97330,E2640,I860,facebook
35873,2020-11-15T17:27:00.000+05:30,android,C97330,E2640,I860,linkedin
15123,2020-11-15T09:31:00.000+05:30,android,C97351,G8531,B07282,linkedin
15079,2020-11-15T09:30:00.000+05:30,android,C97351,G8531,H1406,linkedin
30410,2020-11-15T15:24:00.000+05:30,android,C97686,G8317,B10337,google
18056,2020-11-15T10:23:00.000+05:30,android,C97711,I7556,C1137,google
25582,2020-11-15T13:25:00.000+05:30,android,C97715,B7009,B26952,google
25656,2020-11-15T13:27:00.000+05:30,android,C97715,B7009,B26952,google
5962,2020-11-15T02:43:00.000+05:30,android,C97791,H4702,B19512,youtube
6030,2020-11-15T02:48:00.000+05:30,android,C97791,H4702,F6922,google
5832,2020-11-15T02:34:00.000+05:30,android,C97791,H4702,I1941,facebook
46375,2020-11-15T20:47:00.000+05:30,android,C97910,E5855,H8603,google
29227,2020-11-15T14:57:00.000+05:30,android,C97953,G956,B19516,linkedin
20080,2020-11-15T11:06:00.000+05:30,android,C98017,J0128,I0771,youtube
9425,2020-11-15T07:09:00.000+05:30,android,C98047,F6130,B09361,youtube
9844,2020-11-15T07:21:00.000+05:30,android,C98047,F6130,B16905,google
9589,2020-11-15T07:14:00.000+05:30,android,C98047,F6130,C6384,youtube
9641,2020-11-15T07:15:00.000+05:30,android,C98047,F6130,E8533,linkedin
37478,2020-11-15T18:04:00.000+05:30,android,C98089,F5336,B13763,google
38886,2020-11-15T18:30:00.000+05:30,android,C9817,G5132,I3993,linkedin
27605,2020-11-15T14:16:00.000+05:30,android,C98358,E2752,E035,youtube
10784,2020-11-15T07:52:00.000+05:30,android,C98382,D8401,F714,linkedin
10717,2020-11-15T07:50:00.000+05:30,android,C98382,D8401,I3926,linkedin
10789,2020-11-15T07:52:00.000+05:30,android,C98382,D8401,I3926,google
25304,2020-11-15T13:17:00.000+05:30,android,C98405,G7584,B0379,youtube
22711,2020-11-15T12:04:00.000+05:30,android,C98427,D6836,B18458,linkedin
41124,2020-11-15T19:17:00.000+05:30,android,C98428,D3292,G0507,google
12710,2020-11-15T08:41:00.000+05:30,android,C98482,H7288,H3025,youtube
40220,2020-11-15T18:59:00.000+05:30,android,C98517,E6326,C8034,youtube
12480,2020-11-15T08:36:00.000+05:30,android,C98582,E2373,C8034,facebook
9167,2020-11-15T07:00:00.000+05:30,android,C98606,B2389,B1871,google
6902,2020-11-15T04:18:00.000+05:30,android,C9866,G8606,B05900,facebook
6907,2020-11-15T04:19:00.000+05:30,android,C9866,G8606,B05900,google
6950,2020-11-15T04:25:00.000+05:30,android,C9866,G8606,B24657,youtube
7028,2020-11-15T04:34:00.000+05:30,android,C9866,G8606,D2597,youtube
6886,2020-11-15T04:15:00.000+05:30,android,C9866,G8606,D8389,youtube
7001,2020-11-15T04:31:00.000+05:30,android,C9866,G8606,F9857,google
6930,2020-11-15T04:22:00.000+05:30,android,C9866,G8606,G6283,facebook
7023,2020-11-15T04:34:00.000+05:30,android,C9866,G8606,G6283,google
6988,2020-11-15T04:30:00.000+05:30,android,C9866,G8606,H0595,facebook
7040,2020-11-15T04:36:00.000+05:30,android,C9866,G8606,I2467,google
7010,2020-11-15T04:32:00.000+05:30,android,C9866,G8606,I484,google
6964,2020-11-15T04:27:00.000+05:30,android,C9866,G8606,J6230,google
6985,2020-11-15T04:29:00.000+05:30,android,C9866,G8606,J8296,linkedin
19255,2020-11-15T10:48:00.000+05:30,android,C98707,F1863,B17986,youtube
19152,2020-11-15T10:46:00.000+05:30,android,C98707,F1863,B1986,google
19127,2020-11-15T10:45:00.000+05:30,android,C98707,F1863,F9680,google
19227,2020-11-15T10:47:00.000+05:30,android,C98707,F1863,F9680,google
27118,2020-11-15T14:03:00.000+05:30,android,C98723,I5235,H7340,linkedin
24488,2020-11-15T12:54:00.000+05:30,android,C98739,B4066,B03426,facebook
24571,2020-11-15T12:56:00.000+05:30,android,C98739,B4066,B24452,linkedin
24635,2020-11-15T12:58:00.000+05:30,android,C98739,B4066,D2803,youtube
24859,2020-11-15T13:04:00.000+05:30,android,C98739,B4066,J7759,facebook
13283,2020-11-15T08:54:00.000+05:30,android,C98769,J0128,E5613,google
35335,2020-11-15T17:15:00.000+05:30,android,C98792,D6396,B16661,linkedin
34885,2020-11-15T17:04:00.000+05:30,android,C98792,D6396,B1871,google
34558,2020-11-15T16:56:00.000+05:30,android,C98792,D6396,C9587,google
34774,2020-11-15T17:01:00.000+05:30,android,C98792,D6396,E3540,google
35241,2020-11-15T17:13:00.000+05:30,android,C98792,D6396,E6627,google
35006,2020-11-15T17:07:00.000+05:30,android,C98792,D6396,I7438,google
48113,2020-11-15T21:09:00.000+05:30,android,C98817,B1234,B13763,youtube
27169,2020-11-15T14:05:00.000+05:30,android,C9891,D8988,B30046,google
27242,2020-11-15T14:07:00.000+05:30,android,C9891,D8988,B30046,facebook
27188,2020-11-15T14:05:00.000+05:30,android,C9891,D8988,B3835,facebook
27141,2020-11-15T14:04:00.000+05:30,android,C9891,D8988,G5275,youtube
27338,2020-11-15T14:09:00.000+05:30,android,C9891,D8988,I2424,youtube
23460,2020-11-15T12:24:00.000+05:30,android,C98933,H6979,I541,youtube
29589,2020-11-15T15:06:00.000+05:30,android,C99115,I4832,B10150,linkedin
29614,2020-11-15T15:06:00.000+05:30,android,C99115,I4832,B10150,youtube
29647,2020-11-15T15:07:00.000+05:30,android,C99115,I4832,F6121,youtube
29560,2020-11-15T15:05:00.000+05:30,android,C99115,I4832,F9211,google
29609,2020-11-15T15:06:00.000+05:30,android,C99115,I4832,F9211,google
29498,2020-11-15T15:04:00.000+05:30,android,C99115,I4832,H3972,linkedin
4561,2020-11-15T01:32:00.000+05:30,android,C99277,D8696,B03394,youtube
4627,2020-11-15T01:34:00.000+05:30,android,C99277,D8696,B03394,google
5002,2020-11-15T01:50:00.000+05:30,android,C99277,D8696,B10799,facebook
4794,2020-11-15T01:40:00.000+05:30,android,C99277,D8696,B32278,google
4661,2020-11-15T01:35:00.000+05:30,android,C99277,D8696,H3962,facebook
4977,2020-11-15T01:48:00.000+05:30,android,C99277,D8696,I026,linkedin
22616,2020-11-15T12:02:00.000+05:30,android,C99328,B3568,E035,google
45210,2020-11-15T20:28:00.000+05:30,android,C99354,H2586,B06866,facebook
43171,2020-11-15T19:49:00.000+05:30,android,C99392,F8594,C5774,google
43106,2020-11-15T19:48:00.000+05:30,android,C99392,F8594,I6990,linkedin
19522,2020-11-15T10:55:00.000+05:30,android,C99482,D172,C5770,google
23173,2020-11-15T12:16:00.000+05:30,android,C99499,F2337,B11627,google
23218,2020-11-15T12:17:00.000+05:30,android,C99499,F2337,B27045,youtube
23245,2020-11-15T12:18:00.000+05:30,android,C99499,F2337,B27045,google
23184,2020-11-15T12:16:00.000+05:30,android,C99499,F2337,E0001,facebook
23309,2020-11-15T12:20:00.000+05:30,android,C99499,F2337,I5138,youtube
28080,2020-11-15T14:29:00.000+05:30,android,C99517,E317,B0125,youtube
28113,2020-11-15T14:29:00.000+05:30,android,C99517,E317,B0125,linkedin
28063,2020-11-15T14:28:00.000+05:30,android,C99517,E317,B16664,facebook
27910,2020-11-15T14:24:00.000+05:30,android,C99517,E317,B3501,youtube
27856,2020-11-15T14:23:00.000+05:30,android,C99517,E317,G0507,youtube
27821,2020-11-15T14:22:00.000+05:30,android,C99517,E317,J5249,google
24761,2020-11-15T13:01:00.000+05:30,android,C99569,H4565,B26580,linkedin
24880,2020-11-15T13:04:00.000+05:30,android,C99569,H4565,H9308,facebook
37546,2020-11-15T18:06:00.000+05:30,android,C99573,I9015,E2269,linkedin
37613,2020-11-15T18:06:00.000+05:30,android,C99573,I9015,E2269,linkedin
21386,2020-11-15T11:36:00.000+05:30,android,C99850,E6466,B26238,facebook
26534,2020-11-15T13:49:00.000+05:30,android,C99904,I8396,B15919,facebook
26561,2020-11-15T13:50:00.000+05:30,android,C99904,I8396,B15919,youtube
26557,2020-11-15T13:50:00.000+05:30,android,C99904,I8396,C6736,google
26626,2020-11-15T13:51:00.000+05:30,android,C99904,I8396,C6736,google
26912,2020-11-15T13:58:00.000+05:30,android,C99904,I8396,E3157,google
26956,2020-11-15T13:59:00.000+05:30,android,C99904,I8396,E3157,facebook
27020,2020-11-15T14:01:00.000+05:30,android,C99904,I8396,E3157,facebook
26775,2020-11-15T13:55:00.000+05:30,android,C99904,I8396,I4892,youtube
9415,2020-11-15T07:08:00.000+05:30,android,D00123,D2183,C2000,google
9457,2020-11-15T07:10:00.000+05:30,android,D00123,D2183,C9726,google
9520,2020-11-15T07:12:00.000+05:30,android,D00123,D2183,D0349,youtube
24807,2020-11-15T13:02:00.000+05:30,android,D00163,E636,B17580,youtube
24813,2020-11-15T13:02:00.000+05:30,android,D00163,E636,B17580,google
24870,2020-11-15T13:04:00.000+05:30,android,D00163,E636,B17580,youtube
24879,2020-11-15T13:04:00.000+05:30,android,D00163,E636,B17580,youtube
24889,2020-11-15T13:05:00.000+05:30,android,D00163,E636,B17580,linkedin
24892,2020-11-15T13:05:00.000+05:30,android,D00163,E636,B17580,youtube
1708,2020-11-15T00:25:00.000+05:30,android,D00225,I8348,J5847,google
45568,2020-11-15T20:34:00.000+05:30,android,D00479,D1363,B7268,google
12114,2020-11-15T08:27:00.000+05:30,android,D00516,B0301,J6840,linkedin
27508,2020-11-15T14:13:00.000+05:30,android,D00537,G8700,H1459,linkedin
27516,2020-11-15T14:14:00.000+05:30,android,D00537,G8700,H1459,facebook
3691,2020-11-15T01:06:00.000+05:30,android,D00547,G0033,I3426,youtube
3925,2020-11-15T01:13:00.000+05:30,android,D00547,G0033,I35,google
23994,2020-11-15T12:39:00.000+05:30,android,D00628,F6109,B14426,linkedin
23930,2020-11-15T12:37:00.000+05:30,android,D00628,F6109,E5659,youtube
8459,2020-11-15T06:30:00.000+05:30,android,D00702,F8440,B18509,linkedin
8223,2020-11-15T06:19:00.000+05:30,android,D00702,F8440,B28208,facebook
36534,2020-11-15T17:44:00.000+05:30,android,D00758,H7414,E4104,facebook
38273,2020-11-15T18:18:00.000+05:30,android,D00827,I1544,B13763,linkedin
43150,2020-11-15T19:49:00.000+05:30,android,D0085,D2036,C4696,youtube
38562,2020-11-15T18:23:00.000+05:30,android,D00878,H0023,B06866,youtube
9746,2020-11-15T07:18:00.000+05:30,android,D0088,I6082,B07957,linkedin
9852,2020-11-15T07:21:00.000+05:30,android,D0088,I6082,B07957,youtube
9801,2020-11-15T07:20:00.000+05:30,android,D0088,I6082,B3581,youtube
9558,2020-11-15T07:13:00.000+05:30,android,D0088,I6082,D5747,youtube
9702,2020-11-15T07:17:00.000+05:30,android,D0088,I6082,D5747,linkedin
9623,2020-11-15T07:15:00.000+05:30,android,D0088,I6082,E4570,linkedin
9854,2020-11-15T07:21:00.000+05:30,android,D0088,I6082,E4570,google
9163,2020-11-15T06:59:00.000+05:30,android,D00928,C7362,F5096,linkedin
20605,2020-11-15T11:17:00.000+05:30,android,D01029,B9494,B13644,youtube
20279,2020-11-15T11:10:00.000+05:30,android,D01029,B9494,B523,youtube
20231,2020-11-15T11:09:00.000+05:30,android,D01029,B9494,B962,youtube
20298,2020-11-15T11:11:00.000+05:30,android,D01029,B9494,B962,youtube
19163,2020-11-15T10:46:00.000+05:30,android,D01029,B9494,F8168,youtube
19086,2020-11-15T10:44:00.000+05:30,android,D01029,B9494,G2775,linkedin
20323,2020-11-15T11:11:00.000+05:30,android,D01029,B9494,G9456,youtube
20710,2020-11-15T11:20:00.000+05:30,android,D01029,B9494,J4145,youtube
18990,2020-11-15T10:42:00.000+05:30,android,D01029,B9494,J5847,youtube
3120,2020-11-15T00:53:00.000+05:30,android,D01087,C6344,G3355,youtube
17410,2020-11-15T10:12:00.000+05:30,android,D01134,I9103,G5969,facebook
21234,2020-11-15T11:32:00.000+05:30,android,D01224,G8038,E0001,youtube
35135,2020-11-15T17:11:00.000+05:30,android,D013,F6886,B00524,google
35590,2020-11-15T17:21:00.000+05:30,android,D013,F6886,B00524,facebook
35159,2020-11-15T17:11:00.000+05:30,android,D013,F6886,B14955,youtube
35664,2020-11-15T17:22:00.000+05:30,android,D013,F6886,B14955,youtube
35620,2020-11-15T17:21:00.000+05:30,android,D013,F6886,B16873,facebook
35667,2020-11-15T17:22:00.000+05:30,android,D013,F6886,B20442,linkedin
35691,2020-11-15T17:23:00.000+05:30,android,D013,F6886,B24222,linkedin
36237,2020-11-15T17:36:00.000+05:30,android,D013,F6886,B24222,linkedin
36462,2020-11-15T17:42:00.000+05:30,android,D013,F6886,B24222,youtube
35604,2020-11-15T17:21:00.000+05:30,android,D013,F6886,C2105,google
35345,2020-11-15T17:15:00.000+05:30,android,D013,F6886,C8621,facebook
35381,2020-11-15T17:16:00.000+05:30,android,D013,F6886,C9716,youtube
35342,2020-11-15T17:15:00.000+05:30,android,D013,F6886,E9723,google
35487,2020-11-15T17:18:00.000+05:30,android,D013,F6886,F8675,youtube
14848,2020-11-15T09:24:00.000+05:30,android,D01383,G3829,I1451,facebook
20124,2020-11-15T11:07:00.000+05:30,android,D01407,F2788,H5754,linkedin
20022,2020-11-15T11:05:00.000+05:30,android,D01407,F2788,J240,linkedin
35946,2020-11-15T17:29:00.000+05:30,android,D01431,D2342,B070,facebook
36022,2020-11-15T17:31:00.000+05:30,android,D01431,D2342,B0726,facebook
35945,2020-11-15T17:29:00.000+05:30,android,D01431,D2342,B1986,youtube
36087,2020-11-15T17:32:00.000+05:30,android,D01431,D2342,C1982,google
35993,2020-11-15T17:30:00.000+05:30,android,D01431,D2342,E6378,facebook
35909,2020-11-15T17:28:00.000+05:30,android,D01431,D2342,F9680,youtube
10110,2020-11-15T07:29:00.000+05:30,android,D01472,I0303,B14309,linkedin
10239,2020-11-15T07:34:00.000+05:30,android,D01472,I0303,B14309,google
39701,2020-11-15T18:48:00.000+05:30,android,D0176,B677,B13763,youtube
26973,2020-11-15T13:59:00.000+05:30,android,D01772,G064,B09516,facebook
31840,2020-11-15T15:53:00.000+05:30,android,D02078,F6522,E1149,youtube
31887,2020-11-15T15:53:00.000+05:30,android,D02078,F6522,E1149,linkedin
31824,2020-11-15T15:52:00.000+05:30,android,D02078,F6522,J0646,google
33230,2020-11-15T16:25:00.000+05:30,android,D02134,E8582,J6512,youtube
28141,2020-11-15T14:30:00.000+05:30,android,D02143,F5133,C715,facebook
47341,2020-11-15T21:00:00.000+05:30,android,D02147,E7369,I9262,youtube
47554,2020-11-15T21:02:00.000+05:30,android,D02147,E7369,J529,youtube
34969,2020-11-15T17:07:00.000+05:30,android,D02150,D4837,C1931,google
35496,2020-11-15T17:18:00.000+05:30,android,D02150,D4837,C1931,linkedin
35571,2020-11-15T17:20:00.000+05:30,android,D02150,D4837,C1931,youtube
15437,2020-11-15T09:37:00.000+05:30,android,D0230,C3410,G0572,linkedin
13953,2020-11-15T09:08:00.000+05:30,android,D0230,C3410,H237,linkedin
14607,2020-11-15T09:20:00.000+05:30,android,D0230,C3410,I6831,google
14721,2020-11-15T09:22:00.000+05:30,android,D0230,C3410,I6831,google
14722,2020-11-15T09:22:00.000+05:30,android,D0230,C3410,I6831,linkedin
9973,2020-11-15T07:24:00.000+05:30,android,D02363,D4900,B23850,google
9934,2020-11-15T07:24:00.000+05:30,android,D02363,D4900,C5346,google
9962,2020-11-15T07:24:00.000+05:30,android,D02363,D4900,C5346,google
9872,2020-11-15T07:22:00.000+05:30,android,D02363,D4900,E1656,youtube
9902,2020-11-15T07:23:00.000+05:30,android,D02363,D4900,E1656,youtube
9926,2020-11-15T07:23:00.000+05:30,android,D02363,D4900,E1656,youtube
9940,2020-11-15T07:24:00.000+05:30,android,D02363,D4900,E1656,youtube
10006,2020-11-15T07:25:00.000+05:30,android,D02363,D4900,E1656,facebook
10017,2020-11-15T07:26:00.000+05:30,android,D02363,D4900,E1656,youtube
984,2020-11-15T00:15:00.000+05:30,android,D02451,C6462,B2383,facebook
1177,2020-11-15T00:18:00.000+05:30,android,D02451,C6462,B8736,google
1102,2020-11-15T00:17:00.000+05:30,android,D02451,C6462,F8538,youtube
872,2020-11-15T00:13:00.000+05:30,android,D02451,C6462,G4515,youtube
324584,2020-11-20T14:35:00.000+05:30,iphone,D02550,C1744,D9126,youtube
324695,2020-11-20T14:37:00.000+05:30,iphone,D02550,C1744,F9680,facebook
324590,2020-11-20T14:35:00.000+05:30,iphone,D02550,C1744,H2955,google
324733,2020-11-20T14:37:00.000+05:30,iphone,D02550,C1744,H2955,youtube
48800,2020-11-15T21:19:00.000+05:30,android,D02602,F9046,B13763,youtube
49039,2020-11-15T21:23:00.000+05:30,android,D02602,F9046,C5346,google
49011,2020-11-15T21:22:00.000+05:30,android,D02602,F9046,E6877,google
48908,2020-11-15T21:21:00.000+05:30,android,D02602,F9046,H4081,facebook
49072,2020-11-15T21:24:00.000+05:30,android,D02602,F9046,H4081,google
48776,2020-11-15T21:19:00.000+05:30,android,D02602,F9046,J5847,youtube
1881,2020-11-15T00:28:00.000+05:30,android,D02634,H1443,D0354,facebook
36306,2020-11-15T17:38:00.000+05:30,android,D02656,I7959,B31433,facebook
36471,2020-11-15T17:42:00.000+05:30,android,D02656,I7959,B4546,linkedin
37541,2020-11-15T18:05:00.000+05:30,android,D02656,I7959,D2223,google
36238,2020-11-15T17:36:00.000+05:30,android,D02656,I7959,H6156,google
41254,2020-11-15T19:19:00.000+05:30,android,D0266,D8072,B13763,google
9062,2020-11-15T06:55:00.000+05:30,android,D02689,E2949,D9095,facebook
5815,2020-11-15T02:33:00.000+05:30,android,D02726,C2513,B0696,youtube
5821,2020-11-15T02:33:00.000+05:30,android,D02726,C2513,B0696,linkedin
5746,2020-11-15T02:29:00.000+05:30,android,D02726,C2513,C8729,facebook
6124,2020-11-15T02:56:00.000+05:30,android,D02726,C2513,D2354,facebook
6035,2020-11-15T02:48:00.000+05:30,android,D02726,C2513,D3633,google
6073,2020-11-15T02:52:00.000+05:30,android,D02726,C2513,E3409,google
5854,2020-11-15T02:35:00.000+05:30,android,D02726,C2513,E436,facebook
5929,2020-11-15T02:40:00.000+05:30,android,D02726,C2513,E436,youtube
6091,2020-11-15T02:53:00.000+05:30,android,D02726,C2513,E436,facebook
6100,2020-11-15T02:54:00.000+05:30,android,D02726,C2513,E436,google
6141,2020-11-15T02:59:00.000+05:30,android,D02726,C2513,G131,google
5991,2020-11-15T02:45:00.000+05:30,android,D02726,C2513,H6404,youtube
6121,2020-11-15T02:56:00.000+05:30,android,D02726,C2513,I7438,youtube
6099,2020-11-15T02:54:00.000+05:30,android,D02726,C2513,I9563,linkedin
5974,2020-11-15T02:44:00.000+05:30,android,D02726,C2513,J8895,youtube
6025,2020-11-15T02:47:00.000+05:30,android,D02726,C2513,J8895,facebook
8270,2020-11-15T06:21:00.000+05:30,android,D02780,E1873,B32242,youtube
24735,2020-11-15T13:00:00.000+05:30,android,D02813,I0229,B6627,youtube
29275,2020-11-15T14:58:00.000+05:30,android,D029,F930,B02533,google
29073,2020-11-15T14:54:00.000+05:30,android,D029,F930,B0379,facebook
29241,2020-11-15T14:57:00.000+05:30,android,D029,F930,B17086,youtube
29338,2020-11-15T14:59:00.000+05:30,android,D029,F930,B17086,google
29049,2020-11-15T14:53:00.000+05:30,android,D029,F930,H9225,facebook
29079,2020-11-15T14:54:00.000+05:30,android,D029,F930,H9225,google
18528,2020-11-15T10:32:00.000+05:30,android,D02995,I903,B21465,google
34728,2020-11-15T17:00:00.000+05:30,android,D03113,C5901,F6659,facebook
34858,2020-11-15T17:03:00.000+05:30,android,D03113,C5901,G9794,facebook
34883,2020-11-15T17:04:00.000+05:30,android,D03113,C5901,G9794,facebook
34825,2020-11-15T17:03:00.000+05:30,android,D03113,C5901,J9270,youtube
48905,2020-11-15T21:21:00.000+05:30,android,D03151,H2774,G9314,linkedin
49000,2020-11-15T21:22:00.000+05:30,android,D03151,H2774,I2020,google
